EFORSCDCID,ReportingState,ReportingCounty,FirstIll,LastIll,FirstExposure,LastExposure,Illnesses,Hospitalizations,Deaths,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Species1,Species2,Species3,Species4,Species5,Species6,Serotype1,Serotype2,Serotype3,Serotype4,Serotype5,Serotype6,Confirmed1,Confirmed2,Confirmed3,Confirmed4,Confirmed5,Confirmed6,WhereEaten1,WhereEaten2,WhereEaten3,WhereEaten4,WhereEaten5,WhereEaten6,WhereEaten7,CommodityGroup
14678,Georgia,Chatham,2008-06-28T00:00:00Z,2008-07-03T00:00:00Z,2008-06-27T00:00:00Z,2008-07-01T00:00:00Z,82,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
14679,Minnesota,Dakota,2008-09-06T00:00:00Z,2008-09-06T00:00:00Z,2008-09-05T00:00:00Z,2008-09-05T00:00:00Z,15,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
14681,New Mexico,,2008-06-28T00:00:00Z,2008-07-13T00:00:00Z,2008-06-27T00:00:00Z,2008-07-07T00:00:00Z,12,4,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14682,New Mexico,,2008-07-26T00:00:00Z,2008-08-18T00:00:00Z,2008-07-25T00:00:00Z,2008-08-15T00:00:00Z,17,3,0,Salmonella,,,,,,enterica,,,,,,"I 4,[5],12:i:-",,,,,,1,.,.,.,.,.,Private home,Restaurant (unknown type),,,,,,>1 commodity
14683,Maine,Aroostook,2008-07-11T00:00:00Z,2008-07-15T00:00:00Z,,,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
14684,Georgia,Newton,2008-07-20T00:00:00Z,2008-07-23T00:00:00Z,2008-07-19T00:00:00Z,2008-07-19T00:00:00Z,27,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Private home,Wedding reception,,,,,,>1 commodity
14685,Maine,Aroostook,2008-07-21T00:00:00Z,2008-07-28T00:00:00Z,,,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
14686,New York,Niagara,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,2008-08-30T00:00:00Z,2008-08-30T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14690,New York,New York,2008-09-08T00:00:00Z,2008-09-10T00:00:00Z,2008-09-07T00:00:00Z,2008-09-08T00:00:00Z,9,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
14693,Missouri,St. Charles,2008-08-22T00:00:00Z,2008-08-27T00:00:00Z,2008-08-21T00:00:00Z,2008-08-23T00:00:00Z,111,1,0,Calicivirus,Calicivirus,,,,,norovirus,norovirus,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,1,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14696,Michigan,Clinton,2008-06-15T00:00:00Z,2008-06-19T00:00:00Z,2008-06-14T00:00:00Z,2008-06-14T00:00:00Z,27,0,0,Campylobacter,,,,,,unknown,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Pork
14698,Virginia,Chesapeake,2008-09-15T00:00:00Z,2008-09-15T00:00:00Z,2008-09-14T00:00:00Z,2008-09-14T00:00:00Z,18,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
14700,Illinois,Sangamon,2008-08-27T00:00:00Z,2008-09-12T00:00:00Z,,,54,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
14703,Oklahoma,Tulsa,2008-08-10T00:00:00Z,2008-09-06T00:00:00Z,2008-08-09T00:00:00Z,2008-08-24T00:00:00Z,344,71,1,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O111,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Religious location (church/temple),,,,,,Unknown
14704,Ohio,Warren,2008-08-29T00:00:00Z,,,,24,,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Unknown,,,,,,,Unknown
14707,Ohio,Cuyahoga,2008-08-24T00:00:00Z,2008-08-26T00:00:00Z,2008-08-23T00:00:00Z,2008-08-23T00:00:00Z,12,3,0,Shigella,,,,,,sonnei,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
14710,Ohio,Licking,2008-09-06T00:00:00Z,2008-09-27T00:00:00Z,,,84,1,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
14711,Tennessee,Shelby,2008-09-02T00:00:00Z,2008-09-04T00:00:00Z,2008-09-01T00:00:00Z,2008-09-02T00:00:00Z,14,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14712,CDC,,2007-08-15T00:00:00Z,2008-04-22T00:00:00Z,,,44,5,0,Salmonella,,,,,,enterica,,,,,,Paratyphi B,,,,,,1,.,.,.,.,.,Private home,,,,,,,Finfish
14713,Florida,Osceola,2008-07-06T00:00:00Z,2008-07-07T00:00:00Z,2008-07-06T00:00:00Z,2008-07-06T00:00:00Z,14,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14714,Michigan,Oakland,2008-08-01T00:00:00Z,2008-08-04T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,18,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14715,Maryland,,2008-07-29T00:00:00Z,2008-08-08T00:00:00Z,,,9,0,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:NM (H-),,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14716,California,San Diego,2008-08-03T00:00:00Z,2008-08-05T00:00:00Z,2008-08-02T00:00:00Z,2008-08-02T00:00:00Z,28,0,0,Campylobacter,,,,,,unknown,,,,,,,,,,,,1,.,.,.,.,.,Private home,Wedding reception,,,,,,Unknown
14720,Minnesota,Carver,2008-06-24T00:00:00Z,2009-02-20T00:00:00Z,,,18,8,0,Salmonella,,,,,,enterica,,,,,,"I 4,[5],12:i:-",,,,,,1,.,.,.,.,.,Private home,"Workplace, not cafeteria",,,,,,>1 commodity
14721,West Virginia,Grant,2008-07-28T00:00:00Z,2008-07-29T00:00:00Z,2008-07-25T00:00:00Z,2008-07-27T00:00:00Z,7,0,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
14722,Colorado,El Paso,2008-07-13T00:00:00Z,2008-07-15T00:00:00Z,2008-07-12T00:00:00Z,2008-07-12T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
14723,Louisiana,Orleans,2008-09-04T00:00:00Z,2008-09-04T00:00:00Z,2008-09-03T00:00:00Z,2008-09-03T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,>1 commodity
14726,Florida,Washington,2008-02-21T00:00:00Z,,2008-02-16T00:00:00Z,,208,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
14727,Virginia,Alexandria,2008-08-02T00:00:00Z,2008-08-05T00:00:00Z,2008-08-02T00:00:00Z,2008-08-02T00:00:00Z,45,1,0,Salmonella,Salmonella,Salmonella,Salmonella,Salmonella,Salmonella,enterica,enterica,enterica,enterica,enterica,enterica,Bovismorbificans,Javiana,Thompson,Barranquilla,Rubislaw,Braenderup,1,1,1,1,1,1,Wedding reception,,,,,,,Finfish
14728,Wisconsin,Marathon,2008-07-19T00:00:00Z,2008-07-20T00:00:00Z,2008-07-19T00:00:00Z,2008-07-19T00:00:00Z,45,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Beef
14732,Wisconsin,Dane,2008-09-09T00:00:00Z,2008-09-15T00:00:00Z,2008-09-08T00:00:00Z,2008-09-08T00:00:00Z,10,1,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14733,Wisconsin,Milwaukee,2008-04-01T00:00:00Z,2008-04-02T00:00:00Z,2008-03-29T00:00:00Z,2008-03-29T00:00:00Z,30,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,,,,,,,,Unknown
14734,Minnesota,Hennepin,2006-11-25T00:00:00Z,,2006-11-24T00:00:00Z,2006-11-24T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14735,Florida,Leon,2008-08-15T00:00:00Z,2008-08-16T00:00:00Z,2008-08-14T00:00:00Z,2008-08-14T00:00:00Z,27,,,Rotavirus,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
14736,Pennsylvania,Monroe,2008-08-19T00:00:00Z,2008-08-20T00:00:00Z,2008-08-18T00:00:00Z,2008-08-18T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
14737,Maryland,Baltimore City,2008-09-14T00:00:00Z,2008-09-17T00:00:00Z,2008-09-13T00:00:00Z,2008-09-13T00:00:00Z,49,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Wedding reception,,,,,,,Unknown
14739,Washington DC,,2008-09-30T00:00:00Z,2008-10-02T00:00:00Z,,,110,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Unknown
14742,Kansas,Johnson,2008-08-05T00:00:00Z,2008-08-11T00:00:00Z,2008-08-05T00:00:00Z,2008-08-07T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14748,Pennsylvania,York,2008-03-27T00:00:00Z,2008-03-27T00:00:00Z,2008-03-27T00:00:00Z,2008-03-27T00:00:00Z,16,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Dairy
14752,Virginia,Fairfax,2008-10-02T00:00:00Z,2008-10-04T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,11,2,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
14753,Maine,Androscoggin,2008-07-06T00:00:00Z,2008-07-28T00:00:00Z,,,100,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
14754,Maine,Oxford,2008-08-25T00:00:00Z,2008-08-26T00:00:00Z,2008-08-25T00:00:00Z,,17,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
14757,Maine,Kennebec,2008-07-08T00:00:00Z,2008-08-13T00:00:00Z,,,27,0,0,Cryptosporidium,,,,,,sp,,,,,,,,,,,,1,.,.,.,.,.,,,,,,,,Unknown
14763,Virginia,Rockbridge,2008-07-20T00:00:00Z,2008-08-03T00:00:00Z,2008-07-20T00:00:00Z,2008-07-26T00:00:00Z,59,9,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Camp,,,,,,,Beef
14766,California,San Diego,2008-07-19T00:00:00Z,2008-07-28T00:00:00Z,2008-07-15T00:00:00Z,2008-07-17T00:00:00Z,59,2,0,Cyclospora,,,,,,cayetanensis,,,,,,,,,,,,1,.,.,.,.,.,Workplace cafeteria,Banquet Facility (on-site),,,,,,Fruits-Nuts
14771,Pennsylvania,Chester,2007-12-24T00:00:00Z,2008-01-13T00:00:00Z,,,68,2,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
14780,Minnesota,Anoka,2008-06-02T00:00:00Z,2008-06-03T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,11,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14786,California,Orange,2007-12-19T00:00:00Z,2007-12-20T00:00:00Z,2007-12-19T00:00:00Z,2007-12-19T00:00:00Z,7,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14789,California,Orange,2008-06-29T00:00:00Z,2008-06-30T00:00:00Z,2008-06-29T00:00:00Z,2008-06-29T00:00:00Z,16,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Grains-Beans
14791,California,Los Angeles,2008-07-13T00:00:00Z,2008-07-14T00:00:00Z,2008-07-12T00:00:00Z,2008-07-12T00:00:00Z,9,0,0,Salmonella,,,,,,enterica,,,,,,Blockley,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
14792,California,San Diego,2008-09-16T00:00:00Z,2008-09-17T00:00:00Z,2008-09-16T00:00:00Z,2008-09-16T00:00:00Z,38,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,School,,,,,,Unknown
14793,California,San Diego,2008-04-05T00:00:00Z,2008-04-19T00:00:00Z,2008-03-08T00:00:00Z,2008-03-16T00:00:00Z,22,4,0,Hepatitis,,,,,,A,,,,,,,,,,,,1,.,.,.,.,.,Other,Restaurant (unknown type),,,,,,Leafy
14800,Georgia,Catoosa,2008-09-22T00:00:00Z,2008-09-23T00:00:00Z,2008-09-21T00:00:00Z,2008-09-21T00:00:00Z,42,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Wedding reception,,,,,,,Fruits-Nuts
14802,Wisconsin,Lincoln,2008-08-14T00:00:00Z,2008-08-16T00:00:00Z,,,15,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
14805,Ohio,Lucas,2008-10-08T00:00:00Z,2008-10-09T00:00:00Z,2008-10-07T00:00:00Z,2008-10-07T00:00:00Z,10,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
14807,Ohio,Geauga,2008-10-17T00:00:00Z,2008-10-17T00:00:00Z,2008-10-16T00:00:00Z,2008-10-16T00:00:00Z,50,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Beef
14810,Tennessee,Gibson,2008-10-11T00:00:00Z,2008-10-13T00:00:00Z,2008-10-11T00:00:00Z,2008-10-12T00:00:00Z,50,2,0,Salmonella,,,,,,enterica,,,,,,Anatum,,,,,,1,.,.,.,.,.,Picnic,Private home,,,,,,>1 commodity
14811,Georgia,Catoosa,2008-04-18T00:00:00Z,2008-04-20T00:00:00Z,2008-04-16T00:00:00Z,2008-04-19T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14812,Nevada,Washoe,2008-09-08T00:00:00Z,2008-09-10T00:00:00Z,2008-09-08T00:00:00Z,2008-09-08T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
14814,Pennsylvania,Washington,2008-10-12T00:00:00Z,2008-10-13T00:00:00Z,2008-10-11T00:00:00Z,2008-10-11T00:00:00Z,125,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
14815,Maryland,Carroll,2008-06-08T00:00:00Z,2008-06-10T00:00:00Z,2008-06-07T00:00:00Z,2008-06-07T00:00:00Z,25,1,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,0,.,.,.,.,.,School,,,,,,,Unknown
14819,Iowa,Ida,2008-08-22T00:00:00Z,2008-08-23T00:00:00Z,2008-08-21T00:00:00Z,2008-08-21T00:00:00Z,61,,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
14821,Georgia,Chatham,2008-05-14T00:00:00Z,2008-05-20T00:00:00Z,2008-05-14T00:00:00Z,2008-05-14T00:00:00Z,18,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14823,Idaho,Ada,2008-03-30T00:00:00Z,2008-03-31T00:00:00Z,2008-03-29T00:00:00Z,2008-03-29T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14826,Minnesota,Freeborn,2008-10-13T00:00:00Z,2008-10-14T00:00:00Z,2008-10-12T00:00:00Z,2008-10-12T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
14833,Washington,King,2008-08-11T00:00:00Z,2008-08-14T00:00:00Z,2008-08-10T00:00:00Z,2008-08-12T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14835,Michigan,Oakland,2008-08-14T00:00:00Z,2008-08-15T00:00:00Z,2008-08-14T00:00:00Z,2008-08-14T00:00:00Z,31,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Beef
14836,Michigan,Kent,2008-08-13T00:00:00Z,2008-08-17T00:00:00Z,2008-08-11T00:00:00Z,2008-08-15T00:00:00Z,37,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),Banquet Facility (on-site),"Workplace, not cafeteria",,,,,Unknown
14839,Kansas,Reno,2008-10-01T00:00:00Z,2008-10-02T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14841,CDC,,2007-08-21T00:00:00Z,2008-03-09T00:00:00Z,,,20,9,0,Salmonella,,,,,,enterica,,,,,,Montevideo,,,,,,1,.,.,.,.,.,Private home,,,,,,,Dairy
14842,Oklahoma,Tulsa,2008-10-13T00:00:00Z,2008-10-16T00:00:00Z,2008-10-13T00:00:00Z,2008-10-14T00:00:00Z,156,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup I (GI), non typeable by GI probes",,,,,,1,.,.,.,.,.,Prison,,,,,,,Unknown
14843,California,Los Angeles,2008-01-19T00:00:00Z,2008-01-21T00:00:00Z,2008-01-18T00:00:00Z,2008-01-18T00:00:00Z,16,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14844,California,Los Angeles,2008-05-12T00:00:00Z,2008-05-12T00:00:00Z,2008-05-10T00:00:00Z,2008-05-10T00:00:00Z,10,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
14846,California,Merced,2008-09-25T00:00:00Z,2008-09-26T00:00:00Z,2008-09-25T00:00:00Z,2008-09-25T00:00:00Z,16,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
14847,California,Orange,2008-02-03T00:00:00Z,2008-02-05T00:00:00Z,2008-02-02T00:00:00Z,2008-02-02T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14851,Florida,Miami-Dade,2008-07-28T00:00:00Z,2008-07-29T00:00:00Z,2008-07-28T00:00:00Z,2008-07-28T00:00:00Z,6,,,Ciguatoxin,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Finfish
14854,Wisconsin,Dodge,2008-10-11T00:00:00Z,2008-10-12T00:00:00Z,2008-10-11T00:00:00Z,2008-10-11T00:00:00Z,13,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Beef
14857,Minnesota,Cottonwood,2008-10-22T00:00:00Z,2008-10-26T00:00:00Z,2008-10-21T00:00:00Z,2008-10-21T00:00:00Z,17,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,>1 commodity
14858,Oregon,Marion,2008-09-19T00:00:00Z,2008-09-22T00:00:00Z,2008-09-18T00:00:00Z,2008-09-19T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14860,California,Butte,2008-09-08T00:00:00Z,2008-09-17T00:00:00Z,2008-09-06T00:00:00Z,2008-09-06T00:00:00Z,27,5,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Beef
14862,Illinois,Cook,2008-09-28T00:00:00Z,2008-09-30T00:00:00Z,2008-09-28T00:00:00Z,2008-09-28T00:00:00Z,18,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14864,Illinois,Cook,2008-10-08T00:00:00Z,2008-10-14T00:00:00Z,2008-10-05T00:00:00Z,2008-10-11T00:00:00Z,13,6,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14865,Illinois,Cook,2008-10-27T00:00:00Z,2008-10-27T00:00:00Z,2008-10-25T00:00:00Z,2008-10-25T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14866,Illinois,DuPage,2008-10-24T00:00:00Z,2008-10-27T00:00:00Z,2008-10-23T00:00:00Z,2008-10-24T00:00:00Z,64,1,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),"Workplace, not cafeteria",Private home,,,,,>1 commodity
14867,Michigan,Oakland,2008-09-08T00:00:00Z,2008-09-09T00:00:00Z,2008-09-07T00:00:00Z,2008-09-07T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
14870,Pennsylvania,Philadelphia,2008-07-15T00:00:00Z,2008-11-21T00:00:00Z,,,19,1,0,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
14872,California,Santa Cruz,2008-07-14T00:00:00Z,2008-08-06T00:00:00Z,,,17,0,0,Salmonella,,,,,,enterica,,,,,,Braenderup,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Vine
14873,California,San Mateo,2008-10-03T00:00:00Z,2008-10-04T00:00:00Z,2008-10-02T00:00:00Z,2008-10-02T00:00:00Z,25,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
14874,Ohio,Marion,2008-10-19T00:00:00Z,,2008-10-18T00:00:00Z,,27,,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
14876,New York,Onondaga,2008-08-20T00:00:00Z,2008-09-19T00:00:00Z,2008-08-20T00:00:00Z,2008-09-18T00:00:00Z,268,7,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,Religious location (church/temple),Banquet Facility (on-site),,,,,Mollusk
14877,Ohio,Seneca,2008-10-25T00:00:00Z,2008-10-26T00:00:00Z,2008-10-24T00:00:00Z,2008-10-25T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Fruits-Nuts
14879,Tennessee,Lincoln,2008-10-25T00:00:00Z,2008-11-03T00:00:00Z,2008-10-24T00:00:00Z,2008-10-25T00:00:00Z,12,2,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,"Fair, festival, other mobile services",,,,,,,Game
14886,Wyoming,Teton,2008-07-30T00:00:00Z,2008-08-04T00:00:00Z,,,31,,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
14894,Arizona,Maricopa,2008-09-12T00:00:00Z,2008-09-13T00:00:00Z,2008-09-12T00:00:00Z,2008-09-12T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14897,Minnesota,Carver,2008-10-27T00:00:00Z,2008-10-29T00:00:00Z,2008-10-26T00:00:00Z,2008-10-26T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),Restaurant (unknown type),,,,,,>1 commodity
14900,New York,Kings,2008-11-09T00:00:00Z,2008-11-09T00:00:00Z,2008-11-08T00:00:00Z,2008-11-08T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14901,Florida,Highlands,2008-10-26T00:00:00Z,2008-10-27T00:00:00Z,2008-10-25T00:00:00Z,2008-10-25T00:00:00Z,9,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
14904,Washington DC,,2008-10-29T00:00:00Z,2008-10-30T00:00:00Z,,,27,,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
14907,Minnesota,Anoka,2008-11-07T00:00:00Z,2008-11-09T00:00:00Z,2008-11-07T00:00:00Z,2008-11-07T00:00:00Z,46,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),,,,,,,Poultry
14908,Massachusetts,Middlesex,2008-07-25T00:00:00Z,2008-08-31T00:00:00Z,,,162,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",Workplace cafeteria,Banquet Facility (on-site),,,,,Unknown
14909,New York,Bronx,2008-07-06T00:00:00Z,2008-07-06T00:00:00Z,2008-07-06T00:00:00Z,2008-07-06T00:00:00Z,8,0,0,Ciguatoxin,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Finfish
